,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season
2530,2017-02-13,Bournemouth,Man City,0.0,2.0,A,2016/2017
2531,2017-02-25,Chelsea,Swansea,3.0,1.0,H,2016/2017
2532,2017-02-25,Crystal Palace,Middlesbrough,1.0,0.0,H,2016/2017
2533,2017-02-25,Everton,Sunderland,2.0,0.0,H,2016/2017
2534,2017-02-25,Hull,Burnley,1.0,1.0,D,2016/2017
2535,2017-02-25,Watford,West Ham,1.0,1.0,D,2016/2017
2536,2017-02-25,West Brom,Bournemouth,2.0,1.0,H,2016/2017
2537,2017-02-26,Tottenham,Stoke,4.0,0.0,H,2016/2017
2538,2017-02-27,Leicester,Liverpool,3.0,1.0,H,2016/2017
2539,2017-03-04,Leicester,Hull,3.0,1.0,H,2016/2017
2540,2017-03-04,Liverpool,Arsenal,3.0,1.0,H,2016/2017
2541,2017-03-04,Man United,Bournemouth,1.0,1.0,D,2016/2017
2542,2017-03-04,Stoke,Middlesbrough,2.0,0.0,H,2016/2017
2543,2017-03-04,Swansea,Burnley,3.0,2.0,H,2016/2017
2544,2017-03-04,Watford,Southampton,3.0,4.0,A,2016/2017
2545,2017-03-04,West Brom,Crystal Palace,0.0,2.0,A,2016/2017
2546,2017-03-05,Sunderland,Man City,0.0,2.0,A,2016/2017
2547,2017-03-05,Tottenham,Everton,3.0,2.0,H,2016/2017
2548,2017-03-06,West Ham,Chelsea,1.0,2.0,A,2016/2017
2549,2017-03-08,Man City,Stoke,0.0,0.0,D,2016/2017
2550,2017-03-11,Bournemouth,West Ham,3.0,2.0,H,2016/2017
2551,2017-03-11,Everton,West Brom,3.0,0.0,H,2016/2017
2552,2017-03-11,Hull,Swansea,2.0,1.0,H,2016/2017
2553,2017-03-12,Liverpool,Burnley,2.0,1.0,H,2016/2017
2554,2017-03-18,Bournemouth,Swansea,2.0,0.0,H,2016/2017
2555,2017-03-18,Crystal Palace,Watford,1.0,0.0,H,2016/2017
2556,2017-03-18,Everton,Hull,4.0,0.0,H,2016/2017
2557,2017-03-18,Stoke,Chelsea,1.0,2.0,A,2016/2017
2558,2017-03-18,Sunderland,Burnley,0.0,0.0,D,2016/2017
2559,2017-03-18,West Brom,Arsenal,3.0,1.0,H,2016/2017
2560,2017-03-18,West Ham,Leicester,2.0,3.0,A,2016/2017
2561,2017-03-19,Man City,Liverpool,1.0,1.0,D,2016/2017
2562,2017-03-19,Middlesbrough,Man United,1.0,3.0,A,2016/2017
2563,2017-03-19,Tottenham,Southampton,2.0,1.0,H,2016/2017
2564,2017-04-01,Burnley,Tottenham,0.0,2.0,A,2016/2017
2565,2017-04-01,Chelsea,Crystal Palace,1.0,2.0,A,2016/2017
2566,2017-04-01,Hull,West Ham,2.0,1.0,H,2016/2017
2567,2017-04-01,Leicester,Stoke,2.0,0.0,H,2016/2017
2568,2017-04-01,Liverpool,Everton,3.0,1.0,H,2016/2017
2569,2017-04-01,Man United,West Brom,0.0,0.0,D,2016/2017
2570,2017-04-01,Southampton,Bournemouth,0.0,0.0,D,2016/2017
2571,2017-04-01,Watford,Sunderland,1.0,0.0,H,2016/2017
2572,2017-04-02,Arsenal,Man City,2.0,2.0,D,2016/2017
2573,2017-04-02,Swansea,Middlesbrough,0.0,0.0,D,2016/2017
2574,2017-04-04,Burnley,Stoke,1.0,0.0,H,2016/2017
2575,2017-04-04,Leicester,Sunderland,2.0,0.0,H,2016/2017
2576,2017-04-04,Man United,Everton,1.0,1.0,D,2016/2017
2577,2017-04-04,Watford,West Brom,2.0,0.0,H,2016/2017
2578,2017-04-05,Arsenal,West Ham,3.0,0.0,H,2016/2017
2579,2017-04-05,Chelsea,Man City,2.0,1.0,H,2016/2017
2580,2017-04-05,Hull,Middlesbrough,4.0,2.0,H,2016/2017
2581,2017-04-05,Liverpool,Bournemouth,2.0,2.0,D,2016/2017
2582,2017-04-05,Southampton,Crystal Palace,3.0,1.0,H,2016/2017
2583,2017-04-05,Swansea,Tottenham,1.0,3.0,A,2016/2017
2584,2017-04-08,Bournemouth,Chelsea,1.0,3.0,A,2016/2017
2585,2017-04-08,Man City,Hull,3.0,1.0,H,2016/2017
2586,2017-04-08,Middlesbrough,Burnley,0.0,0.0,D,2016/2017
2587,2017-04-08,Stoke,Liverpool,1.0,2.0,A,2016/2017
2588,2017-04-08,Tottenham,Watford,4.0,0.0,H,2016/2017
2589,2017-04-08,West Brom,Southampton,0.0,1.0,A,2016/2017
2590,2017-04-08,West Ham,Swansea,1.0,0.0,H,2016/2017
2591,2017-04-09,Everton,Leicester,4.0,2.0,H,2016/2017
2592,2017-04-09,Sunderland,Man United,0.0,3.0,A,2016/2017
2593,2017-04-10,Crystal Palace,Arsenal,3.0,0.0,H,2016/2017
2594,2017-04-15,Crystal Palace,Leicester,2.0,2.0,D,2016/2017
2595,2017-04-15,Everton,Burnley,3.0,1.0,H,2016/2017
2596,2017-04-15,Southampton,Man City,0.0,3.0,A,2016/2017
2597,2017-04-15,Stoke,Hull,3.0,1.0,H,2016/2017
2598,2017-04-15,Sunderland,West Ham,2.0,2.0,D,2016/2017
2599,2017-04-15,Tottenham,Bournemouth,4.0,0.0,H,2016/2017
2600,2017-04-15,Watford,Swansea,1.0,0.0,H,2016/2017
2601,2017-04-16,Man United,Chelsea,2.0,0.0,H,2016/2017
2602,2017-04-16,West Brom,Liverpool,0.0,1.0,A,2016/2017
2603,2017-04-17,Middlesbrough,Arsenal,1.0,2.0,A,2016/2017
2604,2017-04-22,Bournemouth,Middlesbrough,4.0,0.0,H,2016/2017
2605,2017-04-22,Hull,Watford,2.0,0.0,H,2016/2017
2606,2017-04-22,Swansea,Stoke,2.0,0.0,H,2016/2017
2607,2017-04-22,West Ham,Everton,0.0,0.0,D,2016/2017
2608,2017-04-23,Burnley,Man United,0.0,2.0,A,2016/2017
2609,2017-04-23,Liverpool,Crystal Palace,1.0,2.0,A,2016/2017
2610,2017-04-25,Chelsea,Southampton,4.0,2.0,H,2016/2017
2611,2017-04-26,Arsenal,Leicester,1.0,0.0,H,2016/2017
2612,2017-04-26,Crystal Palace,Tottenham,0.0,1.0,A,2016/2017
2613,2017-04-26,Middlesbrough,Sunderland,1.0,0.0,H,2016/2017
2614,2017-04-27,Man City,Man United,0.0,0.0,D,2016/2017
2615,2017-04-29,Crystal Palace,Burnley,0.0,2.0,A,2016/2017
2616,2017-04-29,Southampton,Hull,0.0,0.0,D,2016/2017
2617,2017-04-29,Stoke,West Ham,0.0,0.0,D,2016/2017
2618,2017-04-29,Sunderland,Bournemouth,0.0,1.0,A,2016/2017
2619,2017-04-29,West Brom,Leicester,0.0,1.0,A,2016/2017
2620,2017-04-30,Everton,Chelsea,0.0,3.0,A,2016/2017
2621,2017-04-30,Man United,Swansea,1.0,1.0,D,2016/2017
2622,2017-04-30,Middlesbrough,Man City,2.0,2.0,D,2016/2017
2623,2017-04-30,Tottenham,Arsenal,2.0,0.0,H,2016/2017
2624,2017-05-01,Watford,Liverpool,0.0,1.0,A,2016/2017
2625,2017-05-05,West Ham,Tottenham,1.0,0.0,H,2016/2017
2626,2017-05-06,Bournemouth,Stoke,2.0,2.0,D,2016/2017
2627,2017-05-06,Burnley,West Brom,2.0,2.0,D,2016/2017
2628,2017-05-06,Hull,Sunderland,0.0,2.0,A,2016/2017
2629,2017-05-06,Leicester,Watford,3.0,0.0,H,2016/2017
2630,2017-05-06,Man City,Crystal Palace,5.0,0.0,H,2016/2017
2631,2017-05-06,Swansea,Everton,1.0,0.0,H,2016/2017
2632,2017-05-07,Arsenal,Man United,2.0,0.0,H,2016/2017
2633,2017-05-07,Liverpool,Southampton,0.0,0.0,D,2016/2017
2634,2017-05-08,Chelsea,Middlesbrough,3.0,0.0,H,2016/2017
2635,2017-05-10,Southampton,Arsenal,0.0,2.0,A,2016/2017
2636,2017-05-12,Everton,Watford,1.0,0.0,H,2016/2017
2637,2017-05-12,West Brom,Chelsea,0.0,1.0,A,2016/2017
2638,2017-05-13,Bournemouth,Burnley,2.0,1.0,H,2016/2017
2639,2017-05-13,Man City,Leicester,2.0,1.0,H,2016/2017
2640,2017-05-13,Middlesbrough,Southampton,1.0,2.0,A,2016/2017
2641,2017-05-13,Stoke,Arsenal,1.0,4.0,A,2016/2017
2642,2017-05-13,Sunderland,Swansea,0.0,2.0,A,2016/2017
2643,2017-05-14,Crystal Palace,Hull,4.0,0.0,H,2016/2017
2644,2017-05-14,Tottenham,Man United,2.0,1.0,H,2016/2017
2645,2017-05-14,West Ham,Liverpool,0.0,4.0,A,2016/2017
2646,2017-05-15,Chelsea,Watford,4.0,3.0,H,2016/2017
2647,2017-05-16,Arsenal,Sunderland,2.0,0.0,H,2016/2017
2648,2017-05-16,Man City,West Brom,3.0,1.0,H,2016/2017
2649,2017-05-17,Southampton,Man United,0.0,0.0,D,2016/2017
2650,2017-05-18,Leicester,Tottenham,1.0,6.0,A,2016/2017
2651,2017-05-21,Arsenal,Everton,3.0,1.0,H,2016/2017
2652,2017-05-21,Burnley,West Ham,1.0,2.0,A,2016/2017
2653,2017-05-21,Chelsea,Sunderland,5.0,1.0,H,2016/2017
2654,2017-05-21,Hull,Tottenham,1.0,7.0,A,2016/2017
2655,2017-05-21,Leicester,Bournemouth,1.0,1.0,D,2016/2017
2656,2017-05-21,Liverpool,Middlesbrough,3.0,0.0,H,2016/2017
2657,2017-05-21,Man United,Crystal Palace,2.0,0.0,H,2016/2017
2658,2017-05-21,Southampton,Stoke,0.0,1.0,A,2016/2017
2659,2017-05-21,Swansea,West Brom,2.0,1.0,H,2016/2017
2660,2017-05-21,Watford,Man City,0.0,5.0,A,2016/2017
2661,2015-08-08,Bournemouth,Aston Villa,0.0,1.0,A,2015/2016
2662,2015-08-08,Chelsea,Swansea,2.0,2.0,D,2015/2016
2663,2015-08-08,Everton,Watford,2.0,2.0,D,2015/2016
2664,2015-08-08,Leicester,Sunderland,4.0,2.0,H,2015/2016
2665,2015-08-08,Man United,Tottenham,1.0,0.0,H,2015/2016
2666,2015-08-08,Norwich,Crystal Palace,1.0,3.0,A,2015/2016
2667,2015-08-09,Arsenal,West Ham,0.0,2.0,A,2015/2016
2668,2015-08-09,Newcastle,Southampton,2.0,2.0,D,2015/2016
2669,2015-08-09,Stoke,Liverpool,0.0,1.0,A,2015/2016
2670,2015-08-10,West Brom,Man City,0.0,3.0,A,2015/2016
2671,2015-08-14,Aston Villa,Man United,0.0,1.0,A,2015/2016
2672,2015-08-15,Southampton,Everton,0.0,3.0,A,2015/2016
2673,2015-08-15,Sunderland,Norwich,1.0,3.0,A,2015/2016
2674,2015-08-15,Swansea,Newcastle,2.0,0.0,H,2015/2016
2675,2015-08-15,Tottenham,Stoke,2.0,2.0,D,2015/2016
2676,2015-08-15,Watford,West Brom,0.0,0.0,D,2015/2016
2677,2015-08-15,West Ham,Leicester,1.0,2.0,A,2015/2016
2678,2015-08-16,Crystal Palace,Arsenal,1.0,2.0,A,2015/2016
2679,2015-08-16,Man City,Chelsea,3.0,0.0,H,2015/2016
2680,2015-08-17,Liverpool,Bournemouth,1.0,0.0,H,2015/2016
2681,2015-08-22,Crystal Palace,Aston Villa,2.0,1.0,H,2015/2016
2682,2015-08-22,Leicester,Tottenham,1.0,1.0,D,2015/2016
2683,2015-08-22,Man United,Newcastle,0.0,0.0,D,2015/2016
2684,2015-08-22,Norwich,Stoke,1.0,1.0,D,2015/2016
2685,2015-08-22,Sunderland,Swansea,1.0,1.0,D,2015/2016
2686,2015-08-22,West Ham,Bournemouth,3.0,4.0,A,2015/2016
2687,2015-08-23,Everton,Man City,0.0,2.0,A,2015/2016
2688,2015-08-23,Watford,Southampton,0.0,0.0,D,2015/2016
2689,2015-08-23,West Brom,Chelsea,2.0,3.0,A,2015/2016
2690,2015-08-24,Arsenal,Liverpool,0.0,0.0,D,2015/2016
2691,2015-08-29,Aston Villa,Sunderland,2.0,2.0,D,2015/2016
2692,2015-08-29,Bournemouth,Leicester,1.0,1.0,D,2015/2016
2693,2015-08-29,Chelsea,Crystal Palace,1.0,2.0,A,2015/2016
2694,2015-08-29,Liverpool,West Ham,0.0,3.0,A,2015/2016
2695,2015-08-29,Man City,Watford,2.0,0.0,H,2015/2016
2696,2015-08-29,Newcastle,Arsenal,0.0,1.0,A,2015/2016
2697,2015-08-29,Stoke,West Brom,0.0,1.0,A,2015/2016
2698,2015-08-29,Tottenham,Everton,0.0,0.0,D,2015/2016
2699,2015-08-30,Southampton,Norwich,3.0,0.0,H,2015/2016
2700,2015-08-30,Swansea,Man United,2.0,1.0,H,2015/2016
2701,2015-09-12,Arsenal,Stoke,2.0,0.0,H,2015/2016
2702,2015-09-12,Crystal Palace,Man City,0.0,1.0,A,2015/2016
2703,2015-09-12,Everton,Chelsea,3.0,1.0,H,2015/2016
2704,2015-09-12,Man United,Liverpool,3.0,1.0,H,2015/2016
2705,2015-09-12,Norwich,Bournemouth,3.0,1.0,H,2015/2016
2706,2015-09-12,Watford,Swansea,1.0,0.0,H,2015/2016
2707,2015-09-12,West Brom,Southampton,0.0,0.0,D,2015/2016
2708,2015-09-13,Leicester,Aston Villa,3.0,2.0,H,2015/2016
2709,2015-09-13,Sunderland,Tottenham,0.0,1.0,A,2015/2016
2710,2015-09-14,West Ham,Newcastle,2.0,0.0,H,2015/2016
2711,2015-09-19,Aston Villa,West Brom,0.0,1.0,A,2015/2016
2712,2015-09-19,Bournemouth,Sunderland,2.0,0.0,H,2015/2016
2713,2015-09-19,Chelsea,Arsenal,2.0,0.0,H,2015/2016
2714,2015-09-19,Man City,West Ham,1.0,2.0,A,2015/2016
2715,2015-09-19,Newcastle,Watford,1.0,2.0,A,2015/2016
2716,2015-09-19,Stoke,Leicester,2.0,2.0,D,2015/2016
2717,2015-09-19,Swansea,Everton,0.0,0.0,D,2015/2016
2718,2015-09-20,Liverpool,Norwich,1.0,1.0,D,2015/2016
2719,2015-09-20,Southampton,Man United,2.0,3.0,A,2015/2016
2720,2015-09-20,Tottenham,Crystal Palace,1.0,0.0,H,2015/2016
2721,2015-09-26,Leicester,Arsenal,2.0,5.0,A,2015/2016
2722,2015-09-26,Liverpool,Aston Villa,3.0,2.0,H,2015/2016
2723,2015-09-26,Man United,Sunderland,3.0,0.0,H,2015/2016
2724,2015-09-26,Newcastle,Chelsea,2.0,2.0,D,2015/2016
2725,2015-09-26,Southampton,Swansea,3.0,1.0,H,2015/2016
2726,2015-09-26,Stoke,Bournemouth,2.0,1.0,H,2015/2016
2727,2015-09-26,Tottenham,Man City,4.0,1.0,H,2015/2016
2728,2015-09-26,West Ham,Norwich,2.0,2.0,D,2015/2016
2729,2015-09-27,Watford,Crystal Palace,0.0,1.0,A,2015/2016
2730,2015-09-28,West Brom,Everton,2.0,3.0,A,2015/2016
2731,2015-10-03,Aston Villa,Stoke,0.0,1.0,A,2015/2016
2732,2015-10-03,Bournemouth,Watford,1.0,1.0,D,2015/2016
2733,2015-10-03,Chelsea,Southampton,1.0,3.0,A,2015/2016
2734,2015-10-03,Crystal Palace,West Brom,2.0,0.0,H,2015/2016
2735,2015-10-03,Man City,Newcastle,6.0,1.0,H,2015/2016
2736,2015-10-03,Norwich,Leicester,1.0,2.0,A,2015/2016
2737,2015-10-03,Sunderland,West Ham,2.0,2.0,D,2015/2016
2738,2015-10-04,Arsenal,Man United,3.0,0.0,H,2015/2016
2739,2015-10-04,Everton,Liverpool,1.0,1.0,D,2015/2016
2740,2015-10-04,Swansea,Tottenham,2.0,2.0,D,2015/2016
2741,2015-10-17,Chelsea,Aston Villa,2.0,0.0,H,2015/2016
2742,2015-10-17,Crystal Palace,West Ham,1.0,3.0,A,2015/2016
2743,2015-10-17,Everton,Man United,0.0,3.0,A,2015/2016
2744,2015-10-17,Man City,Bournemouth,5.0,1.0,H,2015/2016
2745,2015-10-17,Southampton,Leicester,2.0,2.0,D,2015/2016
2746,2015-10-17,Tottenham,Liverpool,0.0,0.0,D,2015/2016
2747,2015-10-17,Watford,Arsenal,0.0,3.0,A,2015/2016
2748,2015-10-17,West Brom,Sunderland,1.0,0.0,H,2015/2016
2749,2015-10-18,Newcastle,Norwich,6.0,2.0,H,2015/2016
2750,2015-10-19,Swansea,Stoke,0.0,1.0,A,2015/2016
2751,2015-10-24,Arsenal,Everton,2.0,1.0,H,2015/2016
2752,2015-10-24,Aston Villa,Swansea,1.0,2.0,A,2015/2016
2753,2015-10-24,Leicester,Crystal Palace,1.0,0.0,H,2015/2016
2754,2015-10-24,Norwich,West Brom,0.0,1.0,A,2015/2016
2755,2015-10-24,Stoke,Watford,0.0,2.0,A,2015/2016
2756,2015-10-24,West Ham,Chelsea,2.0,1.0,H,2015/2016
2757,2015-10-25,Bournemouth,Tottenham,1.0,5.0,A,2015/2016
2758,2015-10-25,Liverpool,Southampton,1.0,1.0,D,2015/2016
2759,2015-10-25,Man United,Man City,0.0,0.0,D,2015/2016
2760,2015-10-25,Sunderland,Newcastle,3.0,0.0,H,2015/2016
2761,2015-10-31,Chelsea,Liverpool,1.0,3.0,A,2015/2016
2762,2015-10-31,Crystal Palace,Man United,0.0,0.0,D,2015/2016
2763,2015-10-31,Man City,Norwich,2.0,1.0,H,2015/2016
2764,2015-10-31,Newcastle,Stoke,0.0,0.0,D,2015/2016
2765,2015-10-31,Swansea,Arsenal,0.0,3.0,A,2015/2016
2766,2015-10-31,Watford,West Ham,2.0,0.0,H,2015/2016
2767,2015-10-31,West Brom,Leicester,2.0,3.0,A,2015/2016
2768,2015-11-01,Everton,Sunderland,6.0,2.0,H,2015/2016
2769,2015-11-01,Southampton,Bournemouth,2.0,0.0,H,2015/2016
2770,2015-11-02,Tottenham,Aston Villa,3.0,1.0,H,2015/2016
2771,2015-11-07,Bournemouth,Newcastle,0.0,1.0,A,2015/2016
2772,2015-11-07,Leicester,Watford,2.0,1.0,H,2015/2016
2773,2015-11-07,Man United,West Brom,2.0,0.0,H,2015/2016
2774,2015-11-07,Norwich,Swansea,1.0,0.0,H,2015/2016
2775,2015-11-07,Stoke,Chelsea,1.0,0.0,H,2015/2016
2776,2015-11-07,Sunderland,Southampton,0.0,1.0,A,2015/2016
2777,2015-11-07,West Ham,Everton,1.0,1.0,D,2015/2016
2778,2015-11-08,Arsenal,Tottenham,1.0,1.0,D,2015/2016
2779,2015-11-08,Aston Villa,Man City,0.0,0.0,D,2015/2016
2780,2015-11-08,Liverpool,Crystal Palace,1.0,2.0,A,2015/2016
2781,2015-11-21,Chelsea,Norwich,1.0,0.0,H,2015/2016
2782,2015-11-21,Everton,Aston Villa,4.0,0.0,H,2015/2016
2783,2015-11-21,Man City,Liverpool,1.0,4.0,A,2015/2016
2784,2015-11-21,Newcastle,Leicester,0.0,3.0,A,2015/2016
2785,2015-11-21,Southampton,Stoke,0.0,1.0,A,2015/2016
2786,2015-11-21,Swansea,Bournemouth,2.0,2.0,D,2015/2016
2787,2015-11-21,Watford,Man United,1.0,2.0,A,2015/2016
2788,2015-11-21,West Brom,Arsenal,2.0,1.0,H,2015/2016
2789,2015-11-22,Tottenham,West Ham,4.0,1.0,H,2015/2016
2790,2015-11-23,Crystal Palace,Sunderland,0.0,1.0,A,2015/2016
2791,2015-11-28,Aston Villa,Watford,2.0,3.0,A,2015/2016
2792,2015-11-28,Bournemouth,Everton,3.0,3.0,D,2015/2016
2793,2015-11-28,Crystal Palace,Newcastle,5.0,1.0,H,2015/2016
2794,2015-11-28,Leicester,Man United,1.0,1.0,D,2015/2016
2795,2015-11-28,Man City,Southampton,3.0,1.0,H,2015/2016
2796,2015-11-28,Sunderland,Stoke,2.0,0.0,H,2015/2016
2797,2015-11-29,Liverpool,Swansea,1.0,0.0,H,2015/2016
2798,2015-11-29,Norwich,Arsenal,1.0,1.0,D,2015/2016
2799,2015-11-29,Tottenham,Chelsea,0.0,0.0,D,2015/2016
2800,2015-11-29,West Ham,West Brom,1.0,1.0,D,2015/2016
2801,2015-12-05,Arsenal,Sunderland,3.0,1.0,H,2015/2016
2802,2015-12-05,Chelsea,Bournemouth,0.0,1.0,A,2015/2016
2803,2015-12-05,Man United,West Ham,0.0,0.0,D,2015/2016
2804,2015-12-05,Southampton,Aston Villa,1.0,1.0,D,2015/2016
2805,2015-12-05,Stoke,Man City,2.0,0.0,H,2015/2016
2806,2015-12-05,Swansea,Leicester,0.0,3.0,A,2015/2016
2807,2015-12-05,Watford,Norwich,2.0,0.0,H,2015/2016
2808,2015-12-05,West Brom,Tottenham,1.0,1.0,D,2015/2016
2809,2015-12-06,Newcastle,Liverpool,2.0,0.0,H,2015/2016
2810,2015-12-07,Everton,Crystal Palace,1.0,1.0,D,2015/2016
2811,2015-12-12,Bournemouth,Man United,2.0,1.0,H,2015/2016
2812,2015-12-12,Crystal Palace,Southampton,1.0,0.0,H,2015/2016
2813,2015-12-12,Man City,Swansea,2.0,1.0,H,2015/2016
2814,2015-12-12,Norwich,Everton,1.0,1.0,D,2015/2016
2815,2015-12-12,Sunderland,Watford,0.0,1.0,A,2015/2016
2816,2015-12-12,West Ham,Stoke,0.0,0.0,D,2015/2016
2817,2015-12-13,Aston Villa,Arsenal,0.0,2.0,A,2015/2016
2818,2015-12-13,Liverpool,West Brom,2.0,2.0,D,2015/2016
2819,2015-12-13,Tottenham,Newcastle,1.0,2.0,A,2015/2016
2820,2015-12-14,Leicester,Chelsea,2.0,1.0,H,2015/2016
2821,2015-12-19,Chelsea,Sunderland,3.0,1.0,H,2015/2016
2822,2015-12-19,Everton,Leicester,2.0,3.0,A,2015/2016
2823,2015-12-19,Man United,Norwich,1.0,2.0,A,2015/2016
2824,2015-12-19,Newcastle,Aston Villa,1.0,1.0,D,2015/2016
2825,2015-12-19,Southampton,Tottenham,0.0,2.0,A,2015/2016
2826,2015-12-19,Stoke,Crystal Palace,1.0,2.0,A,2015/2016
2827,2015-12-19,West Brom,Bournemouth,1.0,2.0,A,2015/2016
2828,2015-12-20,Swansea,West Ham,0.0,0.0,D,2015/2016
2829,2015-12-20,Watford,Liverpool,3.0,0.0,H,2015/2016
2830,2015-12-21,Arsenal,Man City,2.0,1.0,H,2015/2016
2831,2015-12-26,Aston Villa,West Ham,1.0,1.0,D,2015/2016
2832,2015-12-26,Bournemouth,Crystal Palace,0.0,0.0,D,2015/2016
2833,2015-12-26,Chelsea,Watford,2.0,2.0,D,2015/2016
2834,2015-12-26,Liverpool,Leicester,1.0,0.0,H,2015/2016
2835,2015-12-26,Man City,Sunderland,4.0,1.0,H,2015/2016
2836,2015-12-26,Newcastle,Everton,0.0,1.0,A,2015/2016
2837,2015-12-26,Southampton,Arsenal,4.0,0.0,H,2015/2016
2838,2015-12-26,Stoke,Man United,2.0,0.0,H,2015/2016
2839,2015-12-26,Swansea,West Brom,1.0,0.0,H,2015/2016
2840,2015-12-26,Tottenham,Norwich,3.0,0.0,H,2015/2016
2841,2015-12-28,Arsenal,Bournemouth,2.0,0.0,H,2015/2016
2842,2015-12-28,Crystal Palace,Swansea,0.0,0.0,D,2015/2016
2843,2015-12-28,Everton,Stoke,3.0,4.0,A,2015/2016
2844,2015-12-28,Man United,Chelsea,0.0,0.0,D,2015/2016
2845,2015-12-28,Norwich,Aston Villa,2.0,0.0,H,2015/2016
2846,2015-12-28,Watford,Tottenham,1.0,2.0,A,2015/2016
2847,2015-12-28,West Brom,Newcastle,1.0,0.0,H,2015/2016
2848,2015-12-28,West Ham,Southampton,2.0,1.0,H,2015/2016
2849,2015-12-29,Leicester,Man City,0.0,0.0,D,2015/2016
2850,2015-12-30,Sunderland,Liverpool,0.0,1.0,A,2015/2016
2851,2016-01-02,Arsenal,Newcastle,1.0,0.0,H,2015/2016
2852,2016-01-02,Leicester,Bournemouth,0.0,0.0,D,2015/2016
2853,2016-01-02,Man United,Swansea,2.0,1.0,H,2015/2016
2854,2016-01-02,Norwich,Southampton,1.0,0.0,H,2015/2016
2855,2016-01-02,Sunderland,Aston Villa,3.0,1.0,H,2015/2016
2856,2016-01-02,Watford,Man City,1.0,2.0,A,2015/2016
2857,2016-01-02,West Brom,Stoke,2.0,1.0,H,2015/2016
2858,2016-01-02,West Ham,Liverpool,2.0,0.0,H,2015/2016
2859,2016-01-03,Crystal Palace,Chelsea,0.0,3.0,A,2015/2016
2860,2016-01-03,Everton,Tottenham,1.0,1.0,D,2015/2016
2861,2016-01-12,Aston Villa,Crystal Palace,1.0,0.0,H,2015/2016
2862,2016-01-12,Bournemouth,West Ham,1.0,3.0,A,2015/2016
2863,2016-01-12,Newcastle,Man United,3.0,3.0,D,2015/2016
2864,2016-01-13,Chelsea,West Brom,2.0,2.0,D,2015/2016
2865,2016-01-13,Liverpool,Arsenal,3.0,3.0,D,2015/2016
2866,2016-01-13,Man City,Everton,0.0,0.0,D,2015/2016
2867,2016-01-13,Southampton,Watford,2.0,0.0,H,2015/2016
2868,2016-01-13,Stoke,Norwich,3.0,1.0,H,2015/2016
2869,2016-01-13,Swansea,Sunderland,2.0,4.0,A,2015/2016
2870,2016-01-13,Tottenham,Leicester,0.0,1.0,A,2015/2016
2871,2016-01-16,Aston Villa,Leicester,1.0,1.0,D,2015/2016
2872,2016-01-16,Bournemouth,Norwich,3.0,0.0,H,2015/2016
2873,2016-01-16,Chelsea,Everton,3.0,3.0,D,2015/2016
2874,2016-01-16,Man City,Crystal Palace,4.0,0.0,H,2015/2016
2875,2016-01-16,Newcastle,West Ham,2.0,1.0,H,2015/2016
2876,2016-01-16,Southampton,West Brom,3.0,0.0,H,2015/2016
2877,2016-01-16,Tottenham,Sunderland,4.0,1.0,H,2015/2016
2878,2016-01-17,Liverpool,Man United,0.0,1.0,A,2015/2016
2879,2016-01-17,Stoke,Arsenal,0.0,0.0,D,2015/2016
2880,2016-01-18,Swansea,Watford,1.0,0.0,H,2015/2016
2881,2016-01-23,Crystal Palace,Tottenham,1.0,3.0,A,2015/2016
2882,2016-01-23,Leicester,Stoke,3.0,0.0,H,2015/2016
2883,2016-01-23,Man United,Southampton,0.0,1.0,A,2015/2016
2884,2016-01-23,Norwich,Liverpool,4.0,5.0,A,2015/2016
2885,2016-01-23,Sunderland,Bournemouth,1.0,1.0,D,2015/2016
2886,2016-01-23,Watford,Newcastle,2.0,1.0,H,2015/2016
2887,2016-01-23,West Brom,Aston Villa,0.0,0.0,D,2015/2016
2888,2016-01-23,West Ham,Man City,2.0,2.0,D,2015/2016
2889,2016-01-24,Arsenal,Chelsea,0.0,1.0,A,2015/2016
2890,2016-01-24,Everton,Swansea,1.0,2.0,A,2015/2016
2891,2016-02-02,Arsenal,Southampton,0.0,0.0,D,2015/2016
2892,2016-02-02,Crystal Palace,Bournemouth,1.0,2.0,A,2015/2016
2893,2016-02-02,Leicester,Liverpool,2.0,0.0,H,2015/2016
2894,2016-02-02,Man United,Stoke,3.0,0.0,H,2015/2016
2895,2016-02-02,Norwich,Tottenham,0.0,3.0,A,2015/2016
2896,2016-02-02,Sunderland,Man City,0.0,1.0,A,2015/2016
2897,2016-02-02,West Brom,Swansea,1.0,1.0,D,2015/2016
2898,2016-02-02,West Ham,Aston Villa,2.0,0.0,H,2015/2016
2899,2016-02-03,Everton,Newcastle,3.0,0.0,H,2015/2016
2900,2016-02-03,Watford,Chelsea,0.0,0.0,D,2015/2016
2901,2016-02-06,Aston Villa,Norwich,2.0,0.0,H,2015/2016
2902,2016-02-06,Liverpool,Sunderland,2.0,2.0,D,2015/2016
2903,2016-02-06,Man City,Leicester,1.0,3.0,A,2015/2016
2904,2016-02-06,Newcastle,West Brom,1.0,0.0,H,2015/2016
2905,2016-02-06,Southampton,West Ham,1.0,0.0,H,2015/2016
2906,2016-02-06,Stoke,Everton,0.0,3.0,A,2015/2016
2907,2016-02-06,Swansea,Crystal Palace,1.0,1.0,D,2015/2016
